,2020-03-31,2019-03-31,2018-03-31,2017-03-31
ATFL.bo,338480000,342540000,315630000,276680000
JISLJALEQS.bo,-7194400000,2542330000,2212930000,1762380000
JASCH.bo,35537000,79794000,43929000,62572000
JCTLTD.bo,-445642000,-233778000,-360433000,-172833000
JINDALPOLY.bo,4886445000,-4086489000,1523776000,2694008000
JSWSTEEL.bo,39190000000,75240000000,61130000000,34670000000
UMANGDAIR.bo,28299000,50461000,52706000,16499000
KAJARIACER.bo,2535300000,2287500000,2286000000,2538100000
KAKATCEM.bo,-7260000,51574000,104798000,288320000
KSL.bo,1340800000,1313790000,1152530000,1558720000
KANELIND.bo,-2078000,-3927017,-911641,-16120920
WHIRLPOOL.bo,4901900000,4097400000,3506700000,3104900000
KGDENIM.bo,-164100000,85259000,9118000,233618000
KINETICENG.bo,-91200000,-81636000,-77733000,-130150000
KIRLOSBROS.bo,718871000,30837000,499859000,35706000
KIRLOSIND.bo,1506300000,1317400000,680500000,1193732000
KIRLFER.bo,1123700000,981100000,380000000,878300000
ENVAIREL.bo,-14975990,-32496427,32536018,-3118083
KOTAKBANK.bo,85933610000,72041305000,62576426000,50192614000
MAVIIND.bo,-1358465,823201,-592161,-10253280
KSB.bo,NaN,NaN,NaN,NaN
LGBBROSLTD.bo,912824000,995641000,894833000,752023000
TRENT.bo,1059800000,948400000,870400000,586600000
LAXMIMACH.bo,277742000,1853812000,2146401000,1864076000
LICHSGFIN.bo,24036600000,24343700000,20081500000,19422786000
UTTAMVALUE.bo,-3685200000,-6303800000,-4665100000,-5114000000
LUPIN.bo,-3998800000,5210200000,2583500000,25646300000
LYKALABS.bo,-626203000,-63519000,-190049000,-65966000
RAMCOCEM.bo,6050700000,5114300000,5655000000,6639800000
MAFATIND.bo,-137080000,-1800704000,-417782000,41240000
MAHSEAMLES.bo,1146956000,2019357000,2001264000,1158192000
MAHSCOOTER.bo,1799427000,728002000,607577000,130674000
MAJESAUT.bo,-209015000,564922000,103736000,103492000
MANALIPETC.bo,466573000,765932000,578994000,395551000
MFSL.bo,2728500000,4164721000,4418402000,5932739000
MESPHAR-B.bo,-983321,-4098033,-873490,-2589674
MIDINDIA.bo,-359680,-25843940,-42894640,-22471860
MIRCELECTR.bo,-114697000,-44022000,234925000,-192421000
CENTENKA.bo,955300000,765800000,700900000,909700000
LORDSCHLO.bo,103002000,229892000,84725000,35866000
SPICEJET.bo,-9365680000,-3024110000,5572060000,4272200000
MOREPENLAB.bo,335789000,288404000,297709000,236302000
MRF.bo,14225700000,11306100000,11316100000,14862200000
HEIDELBERG.bo,2680600000,2206600000,1331800000,762100000
NCC.bo,3141100000,5675700000,1387300000,84040000
VEDL.bo,-47440000000,96980000000,136920000000,113160000000
NAHARSPING.bo,-530596000,651207000,-321835000,459725000
NATPEROX.bo,179156000,1537968000,958371000,386351000
GRASIM.bo,66774800000,27447400000,36876200000,42456100000
PEL.bo,-5533100000,16896200000,51202800000,12520400000
NIITLTD.bo,13577300000,993880000,636820000,420850000
JAYKAY.bo,-5349046,25416280,11401296,16908712
NIRLON.bo,1094757000,636779000,556902000,510804000
ONGC.bo,115601480000,339380080000,260679860000,291691190000
OILCOUNTUB.bo,-621302000,-830031000,-369832000,-894307000
ORIENTHOT.bo,-82590000,915852000,61243000,49824000
OSWALAGRO.bo,323883930,263812690,272170890,310955290
INDSUCR.bo,122813717,43639505,83574701,298696573
RELIANCE.bo,443240000000,398370000000,360800000000,298330000000
PILITA.bo,7991000,31428000,107971000,91368000
PENTAGRAPH.bo,,-54629000,1082000,8539000
RAYMOND.bo,2017572000,1747728000,1415468000,300132000
PIDILITIND.bo,11220500000,9283900000,9660900000,8632200000
PIXTRANS.bo,302350000,285657000,225635000,162500000
BIRLACORPN.bo,5051800000,2557000000,1539500000,2194715000
SURYAROSNI.bo,1025500000,1208100000,1080400000,716300000
PRIMESECU.bo,78900000,126300000,143048000,134131000
PRSMJOHNSN.bo,NaN,NaN,NaN,NaN
RAIN.bo,,,,
AMJLAND.bo,98047000,43941000,33332000,68609000
PUNJCOMMU.bo,-114304000,-27019000,-48314000,-62867000
RSWM.bo,-134167000,-377489000,209822000,1040989000
RAJSREESUG.bo,-493524000,-418426000,-125778000,300466000
RALLIS.bo,1836880000,1547839000,1670169000,2970697000
RAMANEWS.bo,-446371000,382274000,-299136000,-89039000
RAMAPPR-B.bo,20137000,247968365,189292,-216138956
RAMAPETRO.bo,-28554605,12717792,35879826,-13799302
RAPICUT.bo,-848625,28402619,31638363,29762008
WELSPLSOL.bo,NaN,NaN,NaN,NaN
ROLTA.bo,-9149100000,-36574200000,-1056900000,1667400000
RUBFILA.bo,168744000,177012000,210752000,125227000
RUCHISOYA.bo,,-880432000,-57546046000,-13625558000
SALORAINTL.bo,-135397000,-52112000,-104316000,-22792000
JINDALSAW.bo,4749784000,7759916000,6126000,1303213000
JKLAKSHMI.bo,2529400000,406200000,433600000,872600000
SHREECEM.bo,15440600000,10150500000,13841500000,13390800000
SKPMIL.bo,-53660000,45022000,6184000,237409000
RELINFRA.bo,9115900000,-62772500000,3865100000,13980300000
STEELCO.bo,NaN,NaN,NaN,NaN
TATAPOWER.bo,17266700000,27315000000,26825900000,10965900000
SPMLINFRA.bo,NaN,NaN,NaN,NaN
SUNDRMFAST.bo,3265300000,4589700000,3881700000,3381800000
SUNFLAG.bo,920700000,1103000000,1286600000,652200000
SUPPETRO*.bo,NaN,NaN,NaN,NaN
SWARAJENG.bo,710422000,824208000,800995000,688351000
TATAELXSI.bo,2561001000,2899689000,2400379000,1747846000
ACC.bo,,,,
THERMAX.bo,2124500000,3254300000,2311000000,2161400000
TIRUMALCHM.bo,231700000,1135700000,1704400000,706700000
THOMASCOOK.bo,-176520000,888360000,61313930000,861040000
TIMEX.bo,-18000000,74600000,75200000,-32700000
TOKYOPLAST.bo,NaN,NaN,NaN,NaN
TORNTPHARM.bo,10247200000,4363100000,6781400000,9335800000
TRANSCHEM.bo,4095664,3050224,-11896175,-2187794
AMBUJACEM.bo,,,,
UTLINDS.bo,1117371,7931865,10688575,6275010
UNIPHOS.bo,200744000,207646000,176880000,112625000
VHL.bo,1597145000,2018285000,1786705000,3032116000
HINDALCO.bo,37670000000,54950000000,60828700000,18823000000
WSTCSTPAPR.bo,4064942000,2960049000,2231538000,1285017000
HOCL.bo,NaN,NaN,NaN,NaN
MPILCORPL.bo,3702465,1517364,10334607,-1407663
PASUPTAC.bo,130496000,273786000,280059000,342231000
KORE.bo,3796782,-1511610,-3114319,-17903748
PGHH.bo,,,,
MUKANDLTD.bo,-2398800000,-1154800000,8210300000,-113500000
AGCNET.bo,411200000,-787700000,149300000,103300000
UCALFUEL.bo,211503000,458121000,1012206000,358616000
HARRMALAYA.bo,92625000,-240947000,44477000,44451000
FEDERALBNK.bo,15904760000,13180855000,9354386000,8668674000
TATASTEEL.bo,23366900000,91872900000,175637600000,-3043800000
SKFINDIA.bo,2889900000,3357700000,2958900000,2438900000
ASHOKLEY.bo,NaN,NaN,NaN,NaN
CUMMINSIND.bo,7056100000,7426100000,7118200000,7362700000
TATACOMM.bo,-848300000,-804300000,-3256100000,-7614000000
ABBOTINDIA.bo,5929326000,4503318000,4012178000,2766488000
BAJAJHLDNG.bo,30801900000,30483800000,26547500000,24731900000
BHARATFORG.bo,3492460000,10325960000,7539680000,6976010000
ESCORTS.bo,4717200000,4766700000,3465900000,1714600000
HINDMOTORS.bo,-8250000,267137000,565788000,-160295000
LT.bo,102397100000,96472500000,80044300000,64855000000
M&M.bo,,,79577900000,40505300000
BOSCHLTD.bo,5845000000,15937000000,13711000000,14432000000
PREMIER.bo,-670700000,-1965990000,-1239924000,-1086664000
BPCL.bo,36657800000,85278500000,97919100000,95069700000
SIEMENS.bo,NaN,NaN,NaN,NaN
TATAMOTORS.bo,-119752300000,-287242000000,90913600000,75565600000
VOLTAS.bo,NaN,NaN,NaN,NaN
GESHIP.bo,2071400000,-214500000,-2104900000,7549600000
DEEPAKFERT.bo,890100000,734700000,1641000000,1546200000
EXCELINDUS.bo,NaN,NaN,NaN,NaN
GARWARPOLY.bo,NaN,NaN,NaN,NaN
GLAXO.bo,932046000,4453930000,3507258000,3368120000
GNFC.bo,NaN,NaN,NaN,NaN
NOVARTIND.bo,100800000,517700000,783600000,572200000
SANOFI.bo,NaN,NaN,NaN,NaN
PFIZER.bo,5091300000,4290500000,3600700000,3367800000
GSFC.bo,NaN,NaN,NaN,NaN
HINDUNILVR.bo,67640000000,60600000000,52250000000,45020000000
AKZOINDIA.bo,NaN,NaN,NaN,NaN
NOCIL.bo,1306700000,1848500000,1699300000,971100000
TATACHEM.bo,10284100000,11628200000,15600000000,11206300000
TNPETRO.bo,NaN,NaN,NaN,NaN
ZUARIGLOB.bo,-3958371000,-1476623000,-410698000,-202648000
NESTLEIND.bo,,,,
TATACONSUM.bo,NaN,NaN,NaN,NaN
ASIANPAINT.bo,27791400000,22138400000,20275200000,19903900000
BRITANNIA.bo,13936000000,11554600000,10039600000,8846100000
COLPAL.bo,8164660000,7755688000,6733749000,5774324000
EIHOTEL.bo,1651430000,1489570000,1958050000,1182930000
INDHOTEL.bo,3637400000,2961200000,1035200000,-456000000
CASTROLIND.bo,,,,
ITC.bo,155927800000,128359000000,114926800000,104772300000
APOLLOTYRE.bo,4763950000,6798400000,7238820000,10989990000
CEATLTD.bo,NaN,NaN,NaN,NaN
MODIRUBBER.bo,-23320000,90631000,153560000,244494000
FINOLEXIND.bo,3326500000,3672500000,3063336000,3548473000
SUNRINV.bo,-26344000,26416000,44980752,37597551
ZGOLDINV.bo,NaN,NaN,NaN,NaN
PEOPLIN.bo,NaN,NaN,NaN,NaN
DSINVEST.bo,367386,21554827,88251845,-599215
CENTRUM.bo,7157000,1415185000,416127774,456680449
TCIFINANCE.bo,-523188000,24661000,16736118,36425086
KRATOSENER.bo,-472000,9120781,7768501,2450791
ANTARIKSH.bo,NaN,NaN,NaN,NaN
IITL.bo,-446505000,-462398600,-849605610,-270640942
INDPRUD.bo,244472000,189187000,199534000,210170000
TATAINVEST.bo,900895000,1338203000,1311247000,2004718000
JAYBHCR.bo,-11505000,-606388766,-15713432,-17973228
PRISMX.bo,NaN,NaN,NaN,NaN
MOTOGENFIN.bo,-34926000,-36482684,-12683839,-16279130
RAPIDIN.bo,58620,1214607,4036139,2610
WALCHPF.bo,4096000,8915000,21144000,9323000
ZSWASTSA.bo,NaN,NaN,NaN,NaN
WHBRADY.bo,68380000,51080000,15965000,32154000
TECHNVISN.bo,-24423767,-378549533,-35888130,700499
SHAILY.bo,235902000,192807000,238915000,158556000
BBTC.bo,12803357000,11894580000,7726516000,8584679000
BOMBCYC.bo,28066458,24642429,15917658,12237206
GREAVESCOT.bo,1272700000,1626300000,2021900000,1841400000
MULLER.bo,3518265,1920326,-345936,391436
AMALGAM.bo,-3756385,-1383952,-1080843,-654110
ANANDPROJ.bo,NaN,NaN,NaN,NaN
INDIANVSH.bo,,-12618655,34219355,36987594
COASTCORP.bo,340801000,378380000,238864000,96978000
CHOWGULSTM.bo,-673129000,-907687000,40680000,-727742000
GLOBOFFS.bo,-71319000,-6956371000,-2624957000,-1652014000
DHENUBUILD.bo,NaN,NaN,NaN,NaN
ASIIL.bo,NaN,NaN,NaN,NaN
SAGCEM.bo,265300000,135900000,262600000,-39200000
DECCANCE.bo,566438000,460600000,385493000,468707000
MANGLMCEM.bo,759021000,-97372000,113819000,366347000
NCLIND.bo,508422000,468630000,491076000,546732000
SAURASHCEM.bo,565058000,-49212000,624627000,139077000
SHREDIGCEM.bo,564371000,20611000,133709000,-90461000
BOMBPOT.bo,NaN,NaN,NaN,NaN
BORORENEW.bo,NaN,NaN,NaN,NaN
LERTHAI.bo,NaN,NaN,NaN,NaN
TRIVENIGQ.bo,167734000,23068000,51315000,99154000
NILACHAL.bo,-14842000,-16508810,-16467211,6215568
ANDHRAPAP.bo,NaN,NaN,NaN,NaN
BALKRISIND.bo,9596500000,7736500000,7357900000,7168500000
ORIENTPPR.bo,199279000,1016497000,492889000,108750000
CITADEL.bo,5522000,4602000,10717000,39708000
ROLLT.bo,-232854000,-238226000,-4443000,-194039000
SESHAPAPER.bo,NaN,NaN,NaN,NaN
SOLIDCO.bo,NaN,NaN,NaN,NaN
SHBHAWPA.bo,,,,-411200000
NATHIND.bo,NaN,NaN,NaN,NaN
VAPIPPR.bo,5138498,-266364,2219810,1333001
SINTEX.bo,-12564100000,215200000,1418400000,1342500000
DCM.bo,NaN,NaN,NaN,NaN
FORBESCO.bo,-3382743000,-29848000,-322088000,893447000
HPCOTTON.bo,3393000,-2800000,23541000,-21524000
UNITEDINT.bo,14348689,12151279,6588727,17917699
JAMSHRI.bo,-46421765,-6520234,-35398251,-15333922
KATRSPG.bo,-22266380,985897,-29166145,-26128458
KESORAMIND.bo,-1875300000,-1004400000,-5775600000,-2420900000
LAKSHMIMIL.bo,-15192000,-79312000,14229000,10657000
VTL.bo,5909700000,7405600000,5924400000,9942700000
MODERN.bo,-208819000,-32110000,-52082000,-10158000
PENINLAND.bo,-5119500000,-5990700000,-4523900000,-2224400000
PHOENIXLTD.bo,3884980000,4969954000,2558311000,1909646000
MARATHON.bo,249440000,315008000,387457000,841374000
RAJABAH.bo,322188000,-147243000,-137219000,-93174000
RELCHEMQ.bo,93311000,40914000,25977000,64800000
RUBYMILLS.bo,276953000,178036000,351624000,374063000
SIMPLXREA.bo,NaN,NaN,NaN,NaN
SWANENERGY.bo,-48331000,-59832000,546921000,6092000
VICTMILL.bo,32410789,24345006,8808941,6367447
ZSVTRADI.bo,NaN,NaN,NaN,NaN
ZSVARAJT.bo,10044207,13025996,12124839,10567178
SALSAIN.bo,2217057,-88990,61621,1195640
INDSOYA.bo,NaN,NaN,NaN,NaN
ZODIACVEN.bo,516000,-3350908,-29245,-10430010
VEERENRGY.bo,3255000,11004000,25504000,11944000
SW1.bo,372000,4239000,2385000,2229000
TILAK.bo,2705612,-26858931,-25593170,-19206774
KKFIN.bo,NaN,NaN,NaN,NaN
UNIJOLL.bo,NaN,NaN,NaN,NaN
WAGEND.bo,702481,752986,655223,-187196
ELCIDIN.bo,731802000,545439000,463135000,351405000
HEALINV.bo,NaN,NaN,NaN,NaN
SAHARA.bo,,-50417130,-277293200,-22882800
SHRENTI.bo,NaN,NaN,NaN,NaN
BANSWRAS.bo,532874000,243506000,83988000,191194000
MODWOOL.bo,1533000,2820178,-4549633,-3890871
MODIPON.bo,-8452000,-79555000,-45906000,-21732000
SHRIDINE.bo,42380000,-2604000,-68071000,22107000
SRF.bo,9159000000,5915800000,4617100000,5149900000
SIYSIL.bo,692472000,990870000,1108131000,910137000
SWADPOL.bo,98400000,64865000,-5022000,11325000
FOMEHOT.bo,48630000,91797000,82289000,108316000
SHRAJSYNQ.bo,NaN,NaN,NaN,NaN
SHRMFGC.bo,-2524000,-2226935,-1431245,-1274287
ZSATYASL.bo,NaN,NaN,NaN,NaN
BBL.bo,NaN,NaN,NaN,NaN
ELPROINTL.bo,139718000,999200000,184558000,58576000
EMCO.bo,,-3499223000,-1117375000,-656450000
GEE.bo,98153791,27664702,34256250,34556165
HIRECT.bo,184791000,117908000,13145000,-71220000
NIPPOBATRY.bo,104414000,265698000,309937000,211227000
ZENSARTECH.bo,2716000000,3186500000,2464900000,2383700000
JYOTI.bo,NaN,NaN,NaN,NaN
JSLINDL.bo,3116123,3230171,2047641,5062627
KAYCEEI.bo,14172279,13518689,11348780,15821150
INDOKEM.bo,5100000,-9800000,-16500000,5700000
PANAENERG.bo,NaN,NaN,NaN,NaN
NELCO.bo,143800000,222900000,121100000,62800000
PERMAGN.bo,143197107,148046069,53882750,11856251
HIGHENE.bo,56019000,4363000,32846000,-8605000
STDBAT.bo,10752970,11207480,-587180,-515590
UNIVCABLES.bo,900754000,1358589000,826960000,704884000
WSIND.bo,-51180000,-57800000,-64200000,191970000
DLTNCBL.bo,58867000,503798000,-131025000,-71895000
LAKSELEC.bo,4288000,102060000,117408000,88007000
MODULEX.bo,NaN,NaN,NaN,NaN
DELTAMAGNT.bo,-123073670,-33327050,-32580050,-43554840
PAZEL.bo,NaN,NaN,NaN,NaN
CONFINT.bo,111028,67764,483361,178648
RELTD.bo,58160000,-2133090000,-1397690000,-18100000
GDTRAGN.bo,NaN,NaN,NaN,NaN
EMPOWER.bo,-134258000,270000,-589000,440778
ZMULTIPU.bo,390613,546018,1214739,372758
REMISIN.bo,NaN,NaN,NaN,NaN
RIDHISYN.bo,NaN,NaN,NaN,NaN
SOFTBPO.bo,,-3590000,-25675000,-2870000
NYSSACORP.bo,1837000,8341231,3964766,6532883
ZVINADTR.bo,-529000,-161151,144085,41129
AVTIL.bo,13055495,-193707409,3997449,4620995
KRISHNA.bo,,-2226000,-4634000,243000
GANHOLD.bo,NaN,NaN,NaN,NaN
SJCORP.bo,NaN,NaN,NaN,NaN
UNIABEXAL.bo,53620000,94096000,13596000,-84069000
SARDAEN.bo,1284500000,2071300000,2052112000,1270359000
BGWTATO.bo,21621000,36910000,11092000,12777000
BOMBWIR.bo,-1805827,785662,364718,-962085
UNIVPRIM.bo,-2239478,173983,4299925,4455139
GALADA.bo,NaN,NaN,NaN,NaN
STRIPMT.bo,NaN,NaN,NaN,NaN
IBRIGST.bo,-1096473,-1569389,-1054436,-1439699
INDIANHUME.bo,734084000,863124000,660627000,996764000
INLCM.bo,-3572005,4788221,-165002,1452348
INVPRECQ.bo,-7239000,99302000,79368000,41717556
INFORTEC.bo,-11694985,-8848092,13343055,4943420
KAIRA.bo,45043000,35361000,48042000,27354000
ORIENTABRA.bo,NaN,NaN,NaN,NaN
NATIONSTD.bo,65257000,47594000,111230000,414189000
DUNCANENG.bo,32630000,27793000,1035409,-35970871
SANDUMA.bo,1473853000,1473633000,1113365000,607995000
STOVACQ.bo,,,,
TATAYODOGA.bo,-79326000,-199618000,-256564000,-829488000
TINPLATE.bo,950284000,579990000,731628000,278602000
CHOLAHLDNG.bo,NaN,NaN,NaN,NaN
ZWELCAST.bo,-2629000,18390000,15936000,17650000
WMINIMT.bo,NaN,NaN,NaN,NaN
AUTOAXLES.bo,411340000,1215500000,839320000,494180000
ATLASCYCLE.bo,NaN,NaN,NaN,NaN
ACGL.bo,NaN,NaN,NaN,NaN
SETCO.bo,-495600000,-5449000,-9635000,-135972000
SCOOTER.bo,-157251000,-46326000,-186222000,-90521000
TALBROAUTO.bo,121996000,263779000,228956000,122239000
ZFSTEERING.bo,-2800000,438670000,432300000,313160000
SMLISUZU.bo,-210621000,195737000,84970000,630099000
TIL.bo,-185000000,231600000,75800000,-1166700000
EICHERMOT.bo,18274400000,22202500000,21797200000,17130800000
JAINEX.bo,-3000000,6103113,-300509,-2137388
ALFREDHE.bo,NaN,NaN,NaN,NaN
CIMMCO.bo,,278068000,-233182000,-191684000
VELJAN.bo,NaN,NaN,NaN,NaN
DYNAMATECH.bo,550600000,311600000,120400000,196200000
GGDANDE.bo,-33969313,-41635444,-46161554,-25424780
GMM.bo,711310000,505810000,426760000,311220000
KIRLPNU.bo,534920000,552620000,499430000,537800000
TULIVE.bo,NaN,NaN,NaN,NaN
KPT.bo,NaN,NaN,NaN,NaN
LXMIATO.bo,33472000,12583000,17289000,4625000
LYNMC.bo,-4155617,-3723829,-4401669,-4992761
MANUGRAPH.bo,-346398000,-113077000,-56228000,-10109000
MIRCH.bo,-3514689,-2425513,-2459567,842200
NESCO.bo,2338901000,1804281000,1787187000,1699495000
INTEGRAEN.bo,NaN,NaN,NaN,NaN
REVATHI.bo,161145000,131834000,-17884000,104850000
TEXINFRA.bo,-109605000,268541000,99799000,210321000
WENDT.bo,100253000,154134000,131240000,120512000
SINDUVA.bo,8045,58534,4885,7358
RESPONIND.bo,243744000,294590000,93560000,76470000
SHYMINV.bo,-883597,-3560725,-4914081,-3830202
MAHACORP.bo,-731000,-925408,-19797772,107039
DOLAT.bo,713409259,505766087,311956408,13545115
WESTLIFE.bo,NaN,NaN,NaN,NaN
ZEEL.bo,5246000000,15672000000,14777000000,22201000000
GOLDCORP.bo,8587452,50242915,37588659,25538251
WWTECHHOL.bo,NaN,NaN,NaN,NaN
ZKOVALIN.bo,NaN,NaN,NaN,NaN
SVPGLOB.bo,511446000,462275322,679500641,176107653
MULTIIN.bo,NaN,NaN,NaN,NaN
SKYLMILAR.bo,10760000,1556000,-22191000,22913000
REMIPRO.bo,NaN,NaN,NaN,NaN
BIMETAL.bo,10844000,114177000,111505000,40762000
TAPARIA.bo,305882000,235095000,145462000,109145000
BHARATGEAR.bo,-187778000,125298000,63030000,-14608000
BRADYM.bo,36638000,20727000,-11337000,593000
LATIMMETAL.bo,NaN,NaN,NaN,NaN
ELECON.bo,897015000,701092000,74850000,107502000
DECANBRG.bo,-2868199,-4966521,-6148284,-3825762
GRAUWEIL.bo,758408000,638721000,637787000,541985000
GAJRA.bo,NaN,NaN,NaN,NaN
HIMTEK.bo,NaN,NaN,NaN,NaN
GABRIEL.bo,847080000,949880000,942370000,826660000
HERCULES.bo,129793000,128035000,97840000,79561000
HINDEVER.bo,-130836000,-57301,0,0
IFBIND.bo,257700000,710800000,792800000,515500000
SINGER.bo,79756000,93880000,90392000,76243000
INTLCOMBQ.bo,-18520000,35259000,-25110000,23347000
FMGOETZE.bo,387175000,954981000,961921000,837412000
JOSTS.bo,NaN,NaN,NaN,NaN
SCHAEFFLER.bo,,,,
