,2020-03-31,2019-03-31,2018-03-31,2017-03-31
BALAJITELE.NS,-587801000,-973533000,-451526000,-281491000
BALAMINES.NS,NaN,NaN,NaN,NaN
BALAXI.NS,61040000,19659000,-7698900,-1742000
BALKRISHNA.NS,-345603000,-422390000,-401878000,-234588000
BALKRISIND.NS,9596500000,7736500000,7357900000,7168500000
BALLARPUR.NS,NaN,NaN,NaN,NaN
BALMLAWRIE.NS,1612283000,1991751000,1652217000,1548098000
BALPHARMA.NS,-122182000,37880000,27821000,17573000
BALRAMCHIN.NS,5193544000,5758198000,2316630000,5929932000
BANARBEADS.NS,23415717,11551624,13828335,16688902
BANARISUG.NS,956358000,759385000,872738000,1451655000
BANCOINDIA.NS,765767000,690827000,1167718000,972048000
BANDHANBNK.NS,30237375528,19515018926,13455568149,11119527375
BANG.NS,72895000,895258,31941403,37968518
BANKBARODA.NS,9277510000,11001011000,-18871074000,18149773000
BANKINDIA.NS,-30510379000,-54265663000,-59613115000,-14700930000
BANSWRAS.NS,532874000,243506000,83988000,191194000
BARTRONICS.NS,-512746000,-663430000,-418438000,-510151000
BASF.NS,185100000,817200000,2465000000,-141300000
BASML.NS,24248000,209106000,87719000,115002000
BATAINDIA.NS,3289530000,3289940000,2205130000,1589510000
BAYERCROP.NS,4745000000,3371000000,3001000000,2910000000
BBL.NS,456200000,415306000,609676000,144182000
BBTC.NS,5982650000,6209355000,2773976000,4217645000
BCG.NS,4401049000,4439761048,4070062849,4292462494
BCP.NS,10394019,22292162,50341045,6821358
BDL.NS,5349008000,4225872000,5281516000,5240556000
BEARDSELL.NS,8193000,-7510000,3805000,55236000
BEDMUTHA.NS,-712088000,-705037000,-868261000,-361453000
BEL.NS,NaN,NaN,NaN,NaN
BEML.NS,638452000,631811000,1296686000,847617000
BEPL.NS,670145000,472119000,1000266000,354529000
BERGEPAINT.NS,6578100000,4943000000,4608300000,4736600000
BFINVEST.NS,1443240000,1264420000,1597871000,1353115760
BFUTILITIE.NS,197275000,384020000,240430000,33246508
BGRENERGY.NS,-28600000,193000000,163800000,728800000
BHAGERIA.NS,658142000,715064000,403390000,434643000
BHAGYANGR.NS,10374551,63393810,127106339,51676956
BHAGYAPROP.NS,96193793,65337778,4964861,11173071
BHANDARI.NS,53118000,53554000,49570000,42036000
BHARATFORG.NS,3498320000,10321730000,7624440000,7046160000
BHARATGEAR.NS,-187778000,125298000,63030000,-14608000
BHARATRAS.NS,1576419000,1115243000,983140000,545339000
BHARATWIRE.NS,NaN,NaN,NaN,NaN
BHARTIARTL.NS,-321832000000,4095000000,10990000000,37998000000
BHEL.NS,-14660100000,10051000000,4411600000,4572600000
BIGBLOC.NS,24590041,-13993604,39973874,29260843
BIL.NS,212731000,197904000,174666000,180544270
BILENERGY.NS,,91353000,-113506000,-121000
BINDALAGRO.NS,714573000,480780000,420573000,658861000
BIOCON.NS,NaN,NaN,NaN,NaN
BIOFILCHEM.NS,12072000,4823000,4707000,17942000
BIRLACABLE.NS,10161000,470347000,161336000,33345000
BIRLACORPN.NS,5051800000,2556900000,1539400000,2194636000
BIRLAMONEY.NS,119864867,99910908,72998682,72762197
BIRLATYRE.NS,-2866700000,-300000,,
BKMINDST.NS,-292200000,-550200000,120700000,292600000
BLBLIMITED.NS,-80401000,-40595000,-52051000,12664000
BLISSGVS.NS,NaN,NaN,NaN,NaN
BLKASHYAP.NS,NaN,NaN,NaN,NaN
BLS.NS,524251000,1052227000,965357787,500793404
BLUEDART.NS,-418600000,897600000,1447100000,1398400000
BLUESTARCO.NS,NaN,NaN,NaN,NaN
BODALCHEM.NS,NaN,NaN,NaN,NaN
BOMDYEING.NS,3278300000,12417200000,351800000,-1265200000
BOROLTD.NS,357663000,251362000,,
BORORENEW.NS,4528000,544979000,451918000,1281572000
BOSCHLTD.NS,6495000000,15983000000,13711000000,17402000000
BPCL.NS,30553600000,78023000000,90086300000,87209400000
BPL.NS,37502000,9321000,73453000,530712000
BRFL.NS,-18292400000,-16907000000,-2856300000,-1622800000
BRIGADE.NS,1305800000,2399100000,1392000000,1530800000
BRITANNIA.NS,14026300000,11591200000,10042300000,8844700000
BRNL.NS,NaN,NaN,NaN,NaN
BROOKS.NS,-243760000,-148054000,-138128000,16669000
BSE.NS,1222700000,1992800000,6887200000,2205700000
BSELINFRA.NS,-65206632,-201980514,5425179,29188829
BSL.NS,16631000,8723000,10272000,59236000
BSOFT.NS,2243480000,2894710000,2528540000,2385050000
BURNPUR.NS,-1307693000,-126720000,-444944000,-597687000
BUTTERFLY.NS,NaN,NaN,NaN,NaN
BVCL.NS,60774000,3360000,-22812000,-27304000
BYKE.NS,41463000,50618000,360143000,320179000
CADILAHC.NS,11766000000,18488000000,17758000000,14877000000
CALSOFT.NS,630656,-2067877,4358542,17472175
CAMLINFINE.NS,NaN,NaN,NaN,NaN
CANBK.NS,NaN,NaN,NaN,NaN
CANDC.NS,NaN,NaN,NaN,NaN
CANFINHOME.NS,3761235000,2967369000,2861923000,2352588000
CANTABIL.NS,164294000,124999000,199874000,40679000
CAPACITE.NS,910315000,972786000,795685000,691574000
CAPLIPOINT.NS,2150080000,1765670000,1447877000,956124000
CAPTRUST.NS,42740000,91640000,13726066,378571456
CARBORUNIV.NS,2724170000,2476780000,2155960000,1748670000
CAREERP.NS,271860000,241397000,221900000,209594000
CARERATING.NS,823701000,1374723000,1624107239,1476423903
CASTROLIND.NS,,,,
CCHHL.NS,-921441000,-536666725,-482515346,48827845
CCL.NS,1659360000,1548921000,1481314000,1345630000
CDSL.NS,1061553000,1135145000,1031778000,857826000
CEATLTD.NS,2312500000,2522200000,2379800000,3611500000
CEBBCO.NS,-1397000,886738000,-369127000,-356028000
CELEBRITY.NS,168400000,32400000,-8800000,-128700000
CENTENKA.NS,955300000,765800000,700900000,909700000
CENTEXT.NS,NaN,NaN,NaN,NaN
CENTRALBK.NS,-12557234000,-56169251000,-51396029000,-24593610000
CENTRUM.NS,144462000,1161763000,318541710,300140398
CENTUM.NS,199270000,282220000,-189650000,343360000
CENTURYPLY.NS,1505815000,1484501000,1630607000,1904606000
CENTURYTEX.NS,3652500000,60631600000,3716600000,1049900000
CERA.NS,1132538000,1151227000,1031777000,1017449000
CEREBRAINT.NS,NaN,NaN,NaN,NaN
CESC.NS,13020500000,11839800000,9126000000,6908400000
CESCVENT.NS,-33900000,641700000,647657251,
CGCL.NS,NaN,NaN,NaN,NaN
CGPOWER.NS,-21669400000,-5035000000,-7187000000,-4908600000
CHALET.NS,1026750000,-76270000,-928750000,1274380000
CHAMBLFERT.NS,12261900000,5902100000,4988447000,3621389000
CHEMBOND.NS,18728000,173221000,219723000,193301000
CHEMFAB.NS,254461000,167558000,254745000,155274000
CHENNPETRO.NS,-20564000000,-2053500000,9272200000,10508234000
CHOLAFIN.NS,10537200000,11980600000,9193300000,7194296000
CHOLAHLDNG.NS,5508500000,6967000000,5499100000,4545700000
CHROMATIC.NS,-26565668,-4190224,-2753454,12430
CIGNITITEC.NS,1215999000,1473576000,321733000,-3948269000
CIMMCO.NS,,278068000,-233182000,-191684000
CINELINE.NS,76329000,98488000,105500000,105200000
CINEVISTA.NS,-30726000,-13135000,-24501000,1584085
CIPLA.NS,15465200000,15277000000,14105300000,10063900000
CKFSL.NS,,33422789,136062763,-8411432
CLEDUCATE.NS,-531607000,199466000,57063000,160675000
CLNINDIA.NS,507051000,185565000,216007000,244804000
CMICABLES.NS,37012000,449413000,258498000,300697000
CNOVAPETRO.NS,NaN,NaN,NaN,NaN
COALINDIA.NS,167141900000,174630700000,70385600000,92800200000
COCHINSHIP.NS,NaN,NaN,NaN,NaN
COFORGE.NS,4440000000,4033000000,2802000000,2501000000
COLPAL.NS,8164660000,7755688000,6733749000,5774324000
COMPINFO.NS,305095000,226890000,202897000,174538000
COMPUSOFT.NS,4300000,36000000,45500000,23400000
CONCOR.NS,4044700000,12293700000,10689400000,
CONFIPET.NS,524129000,668027000,268159662,50041693
CONSOFINVT.NS,1222159000,-1622479000,15581203,691802402
CONTROLPR.NS,263384000,297463000,313102000,194573000
CORALFINAC.NS,80123184,82181808,134871277,81136981
CORDSCABLE.NS,106676000,73542000,62620000,51719000
COROMANDEL.NS,10650400000,7204800000,6913100000,4769600000
COSMOFILMS.NS,NaN,NaN,NaN,NaN
COUNCODOS.NS,6213681,5226960,6564418,6403760
COX&KINGS.NS,,,3766800000,1469600000
CREATIVE.NS,77762000,58477000,28876777,13399181
CREATIVEYE.NS,-45027000,-49693700,-44270120,5317148
CREDITACC.NS,NaN,NaN,NaN,NaN
CREST.NS,453034085,478529424,940133003,380833869
CRISIL.NS,,,,
CROMPTON.NS,4963900000,4013900000,3237900000,2831700000
CSBBANK.NS,127247000,-1974192000,-1270880000,-579910000
CTE.NS,47657160,188480290,129105500,162975710
CUB.NS,4763155000,6828514000,5919979000,5027688000
CUBEXTUB.NS,4291000,6587095,3829006,3542983
CUMMINSIND.NS,7056100000,7426100000,7118200000,7362700000
CUPID.NS,398406000,152091000,170902000,205486000
CYBERTECH.NS,132241000,102300000,31690000,98068000
CYIENT.NS,3425000000,4785000000,4054000000,3438000000
DAAWAT.NS,1845042000,1265344000,1346610000,1172060000
DABUR.NS,14449600000,14423300000,13543900000,12769400000
DALBHARAT.NS,2240000000,3080000000,2920000000,540000000
DALMIASUG.NS,1931900000,1751500000,1223000000,1862600000
DAMODARIND.NS,-69399653,83655199,117117624,90494210
DATAMATICS.NS,638640000,745070000,640850000,651840000
DBCORP.NS,2749760000,2738410000,3239700000,3747570000
DBL.NS,3577619000,5523085000,5776438000,3576816000
DBREALTY.NS,-4130310000,-2776733000,-2506170000,-597218000
DBSTOCKBRO.NS,26512137,-26010566,5693730,3590460
DCAL.NS,1803000000,2103300000,1545700000,1454300000
DCBBANK.NS,3379361000,3253661000,2453426000,1996752000
DCM.NS,-293149000,-2635000,-402408000,-71157000
DCMFINSERV.NS,-3155000,-9556853,1062851,16038403
DCMNVL.NS,43157000,391193000,-98293,-102374
DCMSHRIRAM.NS,7167100000,9055000000,6695600000,5516800000
DCW.NS,-267616000,-42703000,-202016000,201473000
DECCANCE.NS,566438000,460600000,385493000,468707000
DEEPAKFERT.NS,872600000,706700000,1626700000,1543100000
DEEPAKNTR.NS,6110300000,1736600000,790157000,963151000
DEEPIND.NS,4615000,680822000,774060000,704500000
DELTACORP.NS,1856300000,1967600000,1555500000,737489000
DELTAMAGNT.NS,-123073670,-33327050,-32580050,-43554840
DEN.NS,699600000,-2774850000,-344100000,-2083740000
DENORA.NS,81280985,15870331,16903786,29803000
DFMFOODS.NS,NaN,NaN,NaN,NaN
DGCONTENT.NS,-330200000,-117700000,-79050000,
DHAMPURSUG.NS,2165200000,2510400000,1517000000,2285500000
DHANBANK.NS,657785000,116690000,-248745000,123778000
DHANUKA.NS,1413485000,1125758000,1261777000,1218740000
DHARSUGAR.NS,NaN,NaN,NaN,NaN
DHFL.NS,-134558100000,-9659100000,12633200000,28063000000
DHUNINV.NS,34010000,289723000,991396000,3625874000
DIAMONDYD.NS,469196000,446413000,441773000,205772000
DIAPOWER.NS,,,,-8047606000
DICIND.NS,NaN,NaN,NaN,NaN
DIGISPICE.NS,-492849000,60559000,-357492000,-356857000
DIGJAMLTD.NS,-175855000,-443622000,-328976000,-215987000
DISHTV.NS,-16388200000,-11449000000,-750400000,920600000
DIVISLAB.NS,13765400000,13527400000,8770100000,10604200000
DIXON.NS,1205001000,633581000,609008000,475696000
DLF.NS,-5831983000,13191971000,44638639000,7148023000
DLINKINDIA.NS,352163000,264454000,126921000,166737000
DMART.NS,13010800000,9025400000,8062600000,4787523000
DNAMEDIA.NS,,-576339000,-981751000,-255152000
DOLAT.NS,710458232,505766087,311956408,13545115
DOLLAR.NS,573436000,736237000,636350000,434692000
DONEAR.NS,119507000,141841000,132051000,90825000
DPSCLTD.NS,132426000,162299000,198425000,1751373000
DPWIRES.NS,,173806915,98261309,50226947
DQE.NS,-1049440000,-634227451,-148392411,-2180156940
DREDGECORP.NS,55131000,445898000,171428000,74064000
DRREDDY.NS,19498000000,18795000000,9806000000,12039000000
DSSL.NS,NaN,NaN,NaN,NaN
DTIL.NS,731950000,281036000,290040000,271288000
DUCON.NS,,,,6932234
DVL.NS,-547270000,329168000,523557000,5990975000
DWARKESH.NS,734541000,951062000,1014475000,1561048000
DYNAMATECH.NS,390600000,274700000,7200000,196200000
DYNPRO.NS,NaN,NaN,NaN,NaN
