,2020-03-31,2019-03-31,2018-03-31,2017-03-31
ARVSMART.NS,411408000,311788000,314408000,216502000
ASAHIINDIA.NS,1512400000,1882700000,1756700000,1497100000
ASAHISONG.NS,228263000,182950000,230756000,274237000
ASAL.NS,-170137000,-126275000,-465608000,-28706000
ASALCBR.NS,493362000,302639000,251892000,169124000
ASHAPURMIN.NS,3831938000,-3268954000,-451657000,-189017000
ASHIANA.NS,-302400000,137800000,382300000,670100000
ASHIMASYN.NS,-33800000,326300000,1264800000,272300000
ASHOKA.NS,1603584000,-402847000,-1186546000,-2246533000
ASHOKLEY.NS,4598000000,21946000000,18138200000,16371434000
ASIANHOTNR.NS,-647365000,-390683000,-40660000,-161809000
ASIANPAINT.NS,27791400000,22138400000,20275200000,19903900000
ASIANTILES.NS,460458000,230568000,568747000,493868000
ASPINWALL.NS,-4200000,72600000,129100000,99100000
ASTEC.NS,475271000,357654000,350374000,191786000
ASTERDM.NS,3146600000,3673100000,2816900000,975320000
ASTRAL.NS,2496000000,1973000000,1756589000,1445740000
ASTRAMICRO.NS,440415000,97620000,610916000,575760291
ASTRAZEN.NS,722100000,544500000,259100000,200500000
ASTRON.NS,134199571,276023942,208335000,100219000
ATFL.NS,338480000,342540000,315630000,276680000
ATLANTA.NS,-7983430000,-920182718,-627345657,298841895
ATLASCYCLE.NS,,-458438906,-16177450,31676033
ATUL.NS,6709100000,4360200000,2812400000,3233500000
ATULAUTO.NS,536000000,550500000,478920000,367228000
AUBANK.NS,6747845000,3818068000,2920396000,7618714000
AURIONPRO.NS,316910000,607193000,378913000,325169000
AUROPHARMA.NS,28295200000,23645000000,24229100000,23011900000
AUSOMENT.NS,175119210,99699548,194578555,80322273
AUTOAXLES.NS,411340000,1215500000,839320000,494180000
AUTOIND.NS,-660400000,-49484024,-523780232,-719075580
AUTOLITIND.NS,-71439000,3715000,4518000,6027000
AVADHSUGAR.NS,886154000,1198740000,881639000,2033226000
AVANTIFEED.NS,3862859000,3066199000,4664794000,2263042000
AVTNPL.NS,340015000,208438000,242084000,244495000
AXISBANK.NS,18787548000,50470907000,4640228000,39670000000
AXISCADES.NS,302951000,-76747000,-78120000,145493000
AYMSYNTEX.NS,174056000,58615000,80005000,405387000
BAGFILMS.NS,-103066123,49886429,-9311074,39056373
BAJAJ-AUTO.NS,52119100000,49276000000,42189400000,40794800000
BAJAJCON.NS,1847739000,2215930000,2110845000,2182421000
BAJAJELEC.NS,-102875000,1535793000,836349000,1021685000
BAJAJFINSV.NS,59936000000,53738500000,41763500000,34497100000
BAJAJHIND.NS,-500000000,-1365700000,-4996400000,-919800000
BAJAJHLDNG.NS,30801900000,30483800000,26547500000,24731900000
BAJFINANCE.NS,52637500000,39949900000,24963700000,18363800000
BALAJITELE.NS,-589604000,-977543000,-463332000,-297352000
BALAMINES.NS,974702702,1170885273,1131810040,823517774
BALAXI.NS,61040000,19659000,-7698900,-1742000
BALKRISHNA.NS,-345603000,-422390000,-401878000,-234588000
BALKRISIND.NS,9596500000,7736500000,7357900000,7168500000
BALLARPUR.NS,,-8353500000,-8641100000,-15813800000
BALMLAWRIE.NS,1548092000,1969487000,1648138000,1548098000
BALPHARMA.NS,-128917000,21530000,3764000,-3964000
BALRAMCHIN.NS,5193544000,5758198000,2316630000,5927596000
BANARBEADS.NS,23415717,11551624,13828335,16688902
BANARISUG.NS,956358000,759385000,872738000,1451655000
BANCOINDIA.NS,765767000,833209000,1139677000,972048000
BANDHANBNK.NS,30237375528,19515018926,13455568149,11119527375
BANG.NS,72895000,895258,31941403,37968518
BANKBARODA.NS,9807125000,11662667000,-18358212000,18549809000
BANKINDIA.NS,-30512376000,-54260893000,-59817155000,-14915176000
BANSWRAS.NS,532874000,243506000,83988000,191194000
BARTRONICS.NS,-512746000,-663430000,-418438000,-510151000
BASF.NS,185100000,817200000,2465000000,-141300000
BASML.NS,59049000,236646000,97731000,115002000
BATAINDIA.NS,3289530000,3289940000,2205130000,1589510000
BAYERCROP.NS,4745000000,3371000000,3001000000,2910000000
BBL.NS,456200000,415306000,609676000,144182000
BBTC.NS,12803357000,11894580000,7726516000,8584679000
BCG.NS,4401049000,4439761048,4070062849,4292462494
BCP.NS,10394019,22292162,50341045,6821358
BDL.NS,5349008000,4225872000,5281516000,5240556000
BEARDSELL.NS,8193000,-7510000,3805000,55236000
BEDMUTHA.NS,-711130000,-703556000,-908989000,-360343000
BEL.NS,NaN,NaN,NaN,NaN
BEML.NS,636847000,631617000,1296768000,847805000
BEPL.NS,670145000,472119000,1000266000,354529000
BERGEPAINT.NS,6561000000,4938900000,4608300000,4736600000
BFINVEST.NS,1443240000,1264420000,1597871000,1353115760
BFUTILITIE.NS,273553000,719980000,360390000,-293126632
BGRENERGY.NS,-95700000,151000000,54700000,852000000
BHAGERIA.NS,658142000,715064000,403390000,434643000
BHAGYANGR.NS,10374551,63393810,127106339,53553473
BHAGYAPROP.NS,96893949,65309918,4920779,11136877
BHANDARI.NS,53118000,53554000,49570000,42036000
BHARATFORG.NS,3492460000,10325960000,7539680000,6976010000
BHARATGEAR.NS,-187778000,125298000,63030000,-14608000
BHARATRAS.NS,1576419000,1115243000,983140000,545339000
BHARATWIRE.NS,NaN,NaN,NaN,NaN
BHARTIARTL.NS,-306642000000,16875000000,21835000000,42414000000
BHEL.NS,-14683500000,10024200000,4381900000,4551800000
BIGBLOC.NS,24590041,-13993604,39973874,29260843
BIL.NS,212569000,197679000,174322000,179976280
BILENERGY.NS,,91353000,-113506000,-121000
BINDALAGRO.NS,714573000,480780000,420573000,658861000
BIOCON.NS,NaN,NaN,NaN,NaN
BIOFILCHEM.NS,12072000,4823000,4707000,17942000
BIRLACABLE.NS,10161000,470347000,161336000,33345000
BIRLACORPN.NS,5051800000,2557000000,1539500000,2194715000
BIRLAMONEY.NS,119864867,99910908,72998682,72762197
BIRLATYRE.NS,-2866700000,-300000,,
BKMINDST.NS,-289900000,-550200000,120700000,292700000
BLBLIMITED.NS,-80401000,-40595000,-52051000,12664000
BLISSGVS.NS,NaN,NaN,NaN,NaN
BLKASHYAP.NS,NaN,NaN,NaN,NaN
BLS.NS,523794000,1051669000,965391167,501136315
BLUEDART.NS,-418600000,897600000,1447100000,1398400000
BLUESTARCO.NS,NaN,NaN,NaN,NaN
BODALCHEM.NS,NaN,NaN,NaN,NaN
BOMDYEING.NS,3288500000,12301100000,351800000,-1265200000
BOROLTD.NS,353203000,249649000,,
BORORENEW.NS,4528000,600136000,491312000,1368801000
BOSCHLTD.NS,5845000000,15937000000,13711000000,14432000000
BPCL.NS,36657800000,85278500000,97919100000,95069700000
BPL.NS,37502000,9321000,73453000,530712000
BRFL.NS,-18292400000,-16907000000,-2856300000,-1622800000
BRIGADE.NS,1140000000,2819000000,1328800000,1672000000
BRITANNIA.NS,13936000000,11554600000,10039600000,8846100000
BRNL.NS,NaN,NaN,NaN,NaN
BROOKS.NS,-243760000,-148054000,-138128000,16669000
BSE.NS,1206100000,1941700000,2147500000,1785100000
BSELINFRA.NS,-65206632,-201980514,5425179,29188829
BSL.NS,16631000,8723000,10272000,59236000
BSOFT.NS,2243480000,2353850000,1911910000,2385440000
BURNPUR.NS,-1307693000,-126720000,-444944000,-597687000
BUTTERFLY.NS,NaN,NaN,NaN,NaN
BVCL.NS,60774000,3360000,-22812000,-27304000
BYKE.NS,41463000,50618000,360143000,320179000
CADILAHC.NS,12044000000,18987000000,18292000000,15195000000
CALSOFT.NS,630656,-2067877,4358542,17472175
CAMLINFINE.NS,NaN,NaN,NaN,NaN
CANBK.NS,NaN,NaN,NaN,NaN
CANDC.NS,NaN,NaN,NaN,NaN
CANFINHOME.NS,3761235000,2967369000,2861923000,2352588000
CANTABIL.NS,164294000,124999000,199874000,40679000
CAPACITE.NS,910315000,972786000,795685000,694407000
CAPLIPOINT.NS,2150837000,1765554000,1446350000,955029000
CAPTRUST.NS,42740000,91640000,13726066,378571456
CARBORUNIV.NS,2749840000,2476000000,2195880000,1837800000
CAREERP.NS,271843000,241285000,222087000,209673000
CARERATING.NS,834796000,1380678000,1623393482,1476165140
CASTROLIND.NS,,,,
CCHHL.NS,-921441000,-536666725,-482515346,48827845
CCL.NS,1659360000,1548921000,1481314000,1345630000
CDSL.NS,1067182000,1148266000,1036383000,865868000
CEATLTD.NS,2300600000,2510800000,2332900000,3592300000
CEBBCO.NS,-1397000,886738000,-369127000,-356028000
CELEBRITY.NS,168400000,32400000,-8800000,-128700000
CENTENKA.NS,955300000,765800000,700900000,909700000
CENTEXT.NS,NaN,NaN,NaN,NaN
CENTRALBK.NS,-12520827000,-56111308000,-51336093000,-24567804000
CENTRUM.NS,7157000,1415185000,416127774,456680449
CENTUM.NS,168030000,470930000,9300000,373600000
CENTURYPLY.NS,1252854000,1488714000,1661397000,1934792000
CENTURYTEX.NS,3780800000,4994700000,2795000000,1238900000
CERA.NS,1106009000,1151459000,1060554000,998662000
CEREBRAINT.NS,NaN,NaN,NaN,NaN
CESC.NS,13058500000,11980700000,8902200000,6547300000
CESCVENT.NS,1471400000,2345200000,1403143091,
CGCL.NS,NaN,NaN,NaN,NaN
CGPOWER.NS,-21599000000,-4915300000,-6654400000,785000000
CHALET.NS,996260000,-76270000,-928750000,1274380000
CHAMBLFERT.NS,12266200000,5985500000,4917339000,3801108000
CHEMBOND.NS,30849000,198364000,235677000,228573000
CHEMFAB.NS,254461000,167558000,254745000,155274000
CHENNPETRO.NS,-20564000000,-2053500000,9272200000,10508234000
CHOLAFIN.NS,10537200000,11965900000,9176900000,7179249000
CHOLAHLDNG.NS,11650500000,14148300000,11268800000,5378300000
CHROMATIC.NS,-26565668,-4190224,-2753454,12430
CIGNITITEC.NS,1215999000,1473576000,321733000,-3948269000
CIMMCO.NS,,278068000,-233182000,-191684000
CINELINE.NS,76329000,98488000,105500000,105200000
CINEVISTA.NS,-30726000,-13135000,-24501000,1584085
CIPLA.NS,14995200000,14924400000,14165700000,10354200000
CKFSL.NS,,33422789,136062763,-8411432
CLEDUCATE.NS,-542472000,177088000,32436000,135626000
CLNINDIA.NS,185555000,115265000,216007000,244804000
CMICABLES.NS,37012000,449413000,258498000,300697000
CNOVAPETRO.NS,NaN,NaN,NaN,NaN
COALINDIA.NS,167003400000,174644200000,70384400000,92797800000
COCHINSHIP.NS,NaN,NaN,NaN,NaN
COFORGE.NS,4676000000,4221000000,3087000000,2721000000
COLPAL.NS,8164660000,7755688000,6733749000,5774324000
COMPINFO.NS,305095000,226890000,202897000,174538000
COMPUSOFT.NS,800000,39700000,53800000,25900000
CONCOR.NS,4066500000,12223400000,10601100000,
CONFIPET.NS,524540000,668387000,268519904,50174405
CONSOFINVT.NS,1226797000,-1669857000,-13986400,710331953
CONTROLPR.NS,263384000,297463000,313102000,194573000
CORALFINAC.NS,80123184,82181808,134871277,81136981
CORDSCABLE.NS,106676000,73542000,62620000,51719000
COROMANDEL.NS,10650400000,7204800000,6913100000,4769600000
COSMOFILMS.NS,NaN,NaN,NaN,NaN
COUNCODOS.NS,6213681,5226960,6564418,6403760
COX&KINGS.NS,,,4439600000,2117400000
CREATIVE.NS,77762000,58477000,28876777,13399181
CREATIVEYE.NS,-45027000,-49693700,-44270120,5317148
CREDITACC.NS,NaN,NaN,NaN,NaN
CREST.NS,451933610,453244503,947331977,389111552
CRISIL.NS,,,,
CROMPTON.NS,4963900000,4013900000,3237900000,2831700000
CSBBANK.NS,127247000,-1974192000,-1270880000,-579910000
CTE.NS,47657160,188480290,129105500,162975710
CUB.NS,4763155000,6828514000,5919979000,5027688000
CUBEXTUB.NS,4291000,6587095,3829006,3542983
CUMMINSIND.NS,7056100000,7426100000,7118200000,7362700000
CUPID.NS,398406000,152091000,170902000,205486000
CYBERTECH.NS,132241000,102300000,31690000,98068000
CYIENT.NS,3412000000,4771000000,4031000000,3396000000
DAAWAT.NS,1993049000,1374654000,1444198000,1292738000
DABUR.NS,14479200000,14462500000,13577400000,12803100000
DALBHARAT.NS,2380000000,3490000000,2910000000,340000000
DALMIASUG.NS,1931900000,1751500000,1223000000,1862600000
DAMODARIND.NS,-69399653,83655199,117117624,90494210
DATAMATICS.NS,618270000,844750000,715030000,639620000
DBCORP.NS,2749760000,2738410000,3239700000,3747570000
DBL.NS,4054161000,5474464000,5776438000,3576816000
DBREALTY.NS,-4341212000,-2596625000,-3009672000,-743839000
DBSTOCKBRO.NS,26512137,-26010566,5693730,3590460
DCAL.NS,1803000000,2103300000,1545700000,1454300000
DCBBANK.NS,3379361000,3253661000,2453426000,1996752000
DCM.NS,-293149000,-458661000,-402408000,-71157000
DCMFINSERV.NS,-3146000,-9569035,1050984,16032608
DCMNVL.NS,43157000,391193000,-98293,-102374
DCMSHRIRAM.NS,7222000000,9043800000,6687000000,5523600000
DCW.NS,-267616000,-42703000,-202016000,201473000
DECCANCE.NS,566438000,460600000,385493000,468707000
DEEPAKFERT.NS,890100000,734700000,1641000000,1546200000
DEEPAKNTR.NS,6110300000,1736600000,790157000,963151000
DEEPIND.NS,4823000,680620000,774480000,751996000
DELTACORP.NS,1847800000,2006800000,1547600000,708767000
DELTAMAGNT.NS,-123073670,-33327050,-32580050,-43554840
DEN.NS,586380000,-3005500000,-171190000,-1877600000
DENORA.NS,81280985,15870331,16903786,29803000
DFMFOODS.NS,NaN,NaN,NaN,NaN
DGCONTENT.NS,-330200000,-117700000,-79050000,
DHAMPURSUG.NS,2240300000,2654800000,1512600000,2291800000
DHANBANK.NS,657785000,116690000,-248745000,123778000
DHANUKA.NS,1413485000,1125758000,1261777000,1218740000
DHARSUGAR.NS,NaN,NaN,NaN,NaN
DHFL.NS,-134558100000,-9659100000,12633200000,28063000000
DHUNINV.NS,-226119000,421946000,1485884000,4899878000
DIAMONDYD.NS,469196000,446413000,441773000,205772000
DIAPOWER.NS,,,,-8047606000
DICIND.NS,NaN,NaN,NaN,NaN
DIGISPICE.NS,-553168000,91729000,-764575000,62182000
DIGJAMLTD.NS,-175855000,-443622000,-328976000,-215987000
DISHTV.NS,-16548400000,-11634100000,-849000000,821200000
DIVISLAB.NS,13765400000,13527400000,8770100000,10604200000
DIXON.NS,1205001000,633581000,609008000,475696000
DLF.NS,-5896900000,13140518000,44767920000,7080012000
DLINKINDIA.NS,352164000,264457000,126923000,166739000
DMART.NS,13009800000,9024600000,8062800000,4787981000
DNAMEDIA.NS,,-576339000,-981751000,-255152000
DOLAT.NS,713409259,505766087,311956408,13545115
DOLLAR.NS,573436000,736237000,636350000,434692000
DONEAR.NS,119507000,141841000,132051000,90825000
DPSCLTD.NS,135149000,284186000,324940000,1820664000
DPWIRES.NS,,173806915,98261309,50226947
DQE.NS,-1049440000,-634227451,-148392411,-2180156940
DREDGECORP.NS,55131000,445898000,171428000,74064000
DRREDDY.NS,19498000000,18795000000,9806000000,12039000000
DSSL.NS,NaN,NaN,NaN,NaN
DTIL.NS,731950000,281036000,290040000,271288000
DUCON.NS,,,,6932234
DVL.NS,-568023000,317413000,515125000,1033034000
DWARKESH.NS,734541000,951062000,1014475000,1561048000
DYNAMATECH.NS,550600000,311600000,120400000,196200000
DYNPRO.NS,NaN,NaN,NaN,NaN
EASTSILK.NS,10528000,-96280000,210348000,440633000
EASUNREYRL.NS,,-103607000,-156003000,-210392000
EBIXFOREX.NS,391906000,17694000,328882000,208119000
ECLERX.NS,2089720000,2283010000,2899420000,3539300000
EDELWEISS.NS,NaN,NaN,NaN,NaN
EDUCOMP.NS,,,,-7816650000
EICHERMOT.NS,18274400000,22202500000,21797200000,17130800000
EIDPARRY.NS,8888800000,4376500000,5174300000,7082500000
EIHAHOTELS.NS,379640000,379380000,377940000,427800000
EIHOTEL.NS,1651430000,1489570000,1958050000,1182930000
EIMCOELECO.NS,94882000,231721000,162707000,247161000
EKC.NS,67349000,731230000,272395000,978193000
ELECON.NS,NaN,NaN,NaN,NaN
ELECTCAST.NS,NaN,NaN,NaN,NaN
ELECTHERM.NS,241000000,1418500000,29600000,-912700000
ELGIEQUIP.NS,425670000,1030650000,952810000,740000000
ELGIRUBCO.NS,-151980000,-161110000,-56430000,-40260000
EMAMILTD.NS,3023036000,3025307000,3062967000,3400063000
EMAMIPAP.NS,-104500000,439900000,163800000,190800000
EMAMIREAL.NS,-1144488000,4964000,36127000,125992000
EMCO.NS,,-3499223000,-1117375000,-656450000
EMKAY.NS,NaN,NaN,NaN,NaN
EMMBI.NS,146270000,177900000,152620000,124350000
ENDURANCE.NS,5655340000,4950060000,3907570000,3303100000
ENERGYDEV.NS,-44729000,-70563000,-131065000,39752663
ENGINERSIN.NS,4238188000,3684469000,3833100000,3300048000
ENIL.NS,107121000,538992000,356399000,551696000
EQUITAS.NS,NaN,NaN,NaN,NaN
ERIS.NS,NaN,NaN,NaN,NaN
EROSMEDIA.NS,-14012100000,2664800000,2312200000,2432900000
ESABINDIA.NS,714100000,575900000,371500000,268600000
ESCORTS.NS,4717200000,4766700000,3465900000,1714600000
ESSARSHPNG.NS,-16868500000,-37713500000,-16848600000,-5834400000
ESSELPACK.NS,2115800000,1953900000,1742100000,1956000000
ESTER.NS,994987000,311063000,52940000,-106880000
EUROCERA.NS,NaN,NaN,NaN,NaN
EUROMULTI.NS,-150903000,-170247277,-171888862,-116731518
EUROTEXIND.NS,-187552000,-170738000,-141719000,-116801000
EVEREADY.NS,1782882000,478257000,531589000,935284000
EVERESTIND.NS,135232000,618575000,530608000,30189000
EXCEL.NS,-27166000,2233670,27658680,3011150
EXCELINDUS.NS,960725000,1534543000,738935000,200312000
EXIDEIND.NS,7624800000,8473500000,6941000000,8040200000
EXPLEOSOL.NS,399020000,362020000,319750000,238130000
FACT.NS,9755245000,1626860000,-1290607000,-2626777000
FAIRCHEM.NS,1763280000,942437000,533517000,271241000
FCL.NS,143099000,243326000,239665000,290677815
FCONSUMER.NS,-2165028000,-71831000,-306435000,-654353000
FCSSOFT.NS,-238026000,-1657082000,-583622000,-455000000
FDC.NS,2398784000,1697888000,1735091000,1885320000
FEDERALBNK.NS,NaN,NaN,NaN,NaN
FEL.NS,-3695200000,1754400000,397400000,548300000
FELDVR.NS,-3695200000,1754400000,397400000,548300000
FIEMIND.NS,745649000,556492000,525607000,330520000
FILATEX.NS,1214704000,849782000,597420000,405209000
FINCABLES.NS,NaN,NaN,NaN,NaN
FINEORG.NS,1648003000,1362554000,953274000,778727000
FINPIPE.NS,3326500000,3672500000,3063336000,3548473000
FLEXITUFF.NS,-1689680000,-238740000,-43320000,41640000
FLFL.NS,-530400000,1890000000,1260900000,761100000
FLUOROCHEM.NS,NaN,NaN,NaN,NaN
FMGOETZE.NS,387175000,954981000,961921000,837412000
FMNL.NS,300979000,99658000,-145848000,-229126000
FORCEMOT.NS,502700000,1434200000,1472100000,1801800000
FORTIS.NS,914884000,-2237146000,-9344220000,4792889000
FOSECOIND.NS,,,,
FRETAIL.NS,112900000,7271900000,113100000,3682800000
FSC.NS,-57312000,615300000,304719000,457540000
FSL.NS,3396850000,3777770000,3265780000,2792380000
GABRIEL.NS,847080000,949880000,942370000,826660000
GAEL.NS,NaN,NaN,NaN,NaN
GAIL.NS,95146400000,65527700000,48003400000,33746800000
GAL.NS,-136886000,-202982000,-178143000,-60297668
GALAXYSURF.NS,2304100000,1909800000,1580300000,1476200000
GALLANTT.NS,224086000,1043419000,627396000,377812000
GALLISPAT.NS,605657000,1637889000,775582000,563064000
GAMMNINFRA.NS,146512000,-2099372000,-1855381000,-1215405000
GANDHITUBE.NS,213728000,386313000,335651000,308063000
GANECOS.NS,636793000,619549000,352308000,298265000
GANESHHOUC.NS,-1196263446,265466919,507988025,746315546
GANGESSECU.NS,71409000,75245000,92260000,58498000
GARDENSILK.NS,NaN,NaN,NaN,NaN
GARFIBRES.NS,1405302000,1256785000,1051719000,843592000
GATI.NS,-842700000,230330000,391070000,171510000
GAYAHWS.NS,-914333711,-800066583,-1845683535,-389060
GAYAPROJ.NS,-581127000,1601009000,-195084000,-2997000
GDL.NS,1094038000,3612577000,831606000,741191000
GEECEE.NS,160018000,362154000,308056000,282816000
GEEKAYWIRE.NS,64884542,28648608,8191415,6528432
GENESYS.NS,NaN,NaN,NaN,NaN
GENUSPAPER.NS,89111000,78292000,149398000,70408000
GENUSPOWER.NS,NaN,NaN,NaN,NaN
GEOJITFSL.NS,505829000,277185000,777251421,612802035
GEPIL.NS,846000000,754000000,266100000,-24600000
GESHIP.NS,2071400000,-214500000,-2104900000,7549600000
GET&D.NS,,,2087600000,-866600000
GFLLIMITED.NS,-2364662000,1030191000,2400655000,2145095000
GFSTEELS.NS,2456000,-23314306,-502513,6439931
GHCL.NS,3966200000,3505800000,3563500000,3800500000
GICHSGFIN.NS,455900000,1718100000,2056400000,1477300000
GICRE.NS,,27575695000,31455369000,36717406000
GILLANDERS.NS,NaN,NaN,NaN,NaN
GILLETTE.NS,,,,
GINNIFILA.NS,56992000,-34947000,26565000,161486000
GIPCL.NS,2479838000,2547591000,1660477000,2292535000
GISOLUTION.NS,-359057,-10447134,-856282,-312326115
GKWLIMITED.NS,26191000,198808000,82884000,36953000
GLAXO.NS,NaN,NaN,NaN,NaN
GLENMARK.NS,7759700000,9249930000,8038700000,9159210000
GLFL.NS,NaN,NaN,NaN,NaN
GLOBALVECT.NS,20794000,70181000,-17169000,159083000
GLOBOFFS.NS,NaN,NaN,NaN,NaN
GLOBUSSPR.NS,497012000,237199000,56473000,144751000
GMBREW.NS,678501000,823032000,728989000,436369000
