,2020-03-31,2019-03-31,2018-03-31,2017-03-31
ATFL.bo,338480000,342540000,315630000,276680000
JISLJALEQS.bo,-7151300000,2390940000,2193350000,1694720000
JASCH.bo,35537000,79794000,43929000,62572000
JCTLTD.bo,-445642000,-233778000,-360433000,-172833000
JINDALPOLY.bo,4886445000,-4086489000,852096000,1874379000
JSWSTEEL.bo,40300000000,76390000000,62140000000,35230000000
UMANGDAIR.bo,28299000,50461000,52706000,16499000
KAJARIACER.bo,2553300000,2265700000,2349600000,2528100000
KAKATCEM.bo,-7260000,51574000,104798000,288320000
KSL.bo,1366110000,1317170000,1156060000,1562380000
KANELIND.bo,-2078000,-3927017,-911641,-16120920
WHIRLPOOL.bo,4901900000,4097400000,3506700000,3104900000
KGDENIM.bo,-164100000,85259000,9118000,233618000
KINETICENG.bo,-91200000,-81636000,-77733000,-130150000
KIRLOSBROS.bo,718991000,34812000,494187000,38261000
KIRLOSIND.bo,958900000,840800000,496100000,754028000
KIRLFER.bo,1123700000,981100000,380000000,878300000
ENVAIREL.bo,-14975990,-32496427,32536018,-3118083
KOTAKBANK.bo,85933610000,72041305000,62009736000,49404338000
MAVIIND.bo,-1358465,823201,-592161,-10253280
KSB.bo,NaN,NaN,NaN,NaN
LGBBROSLTD.bo,916331000,995695000,860578000,709783000
TRENT.bo,1227800000,969600000,869700000,848600000
LAXMIMACH.bo,277742000,1853812000,2146401000,1864076000
LICHSGFIN.bo,24032600000,24339500000,20079300000,19422731000
UTTAMVALUE.bo,-3685200000,-6303800000,-4665100000,-5114000000
LUPIN.bo,-2693900000,6065500000,2512600000,25574600000
LYKALABS.bo,-605414000,-55503000,-172748000,-55383000
RAMCOCEM.bo,6041400000,5107200000,5641800000,6627400000
MAFATIND.bo,-137080000,-1800704000,-417782000,41240000
MAHSEAMLES.bo,838730000,2342011000,2107314000,1233554000
MAHSCOOTER.bo,1799427000,728002000,607577000,130674000
MAJESAUT.bo,-160252000,436027000,-35973000,-111856000
MANALIPETC.bo,466573000,765932000,578994000,395551000
MFSL.bo,1449900000,2625607000,2863924000,3953628000
MESPHAR-B.bo,-983321,-4098033,-873490,-2589674
MIDINDIA.bo,-359680,-25843940,-42894640,-22471860
MIRCELECTR.bo,-114697000,-44022000,234925000,-192421000
CENTENKA.bo,955300000,765800000,700900000,909700000
LORDSCHLO.bo,103002000,229892000,84725000,35866000
SPICEJET.bo,-9365680000,-3024110000,5572060000,4272200000
MOREPENLAB.bo,335792000,288493000,295914000,236347000
MRF.bo,14225600000,11306000000,11316100000,14862200000
HEIDELBERG.bo,2680600000,2206600000,1331800000,762100000
NCC.bo,3365300000,5786900000,1686300000,316840000
VEDL.bo,-66640000000,70650000000,103420000000,69580000000
NAHARSPING.bo,-530596000,651207000,-321835000,459725000
NATPEROX.bo,179156000,1537968000,958371000,386351000
GRASIM.bo,44251900000,16929900000,26785800000,31673000000
PEL.bo,240300000,14670600000,51214900000,12523300000
NIITLTD.bo,13274560000,864380000,624650000,409290000
JAYKAY.bo,-5349046,25416280,11401296,16908712
NIRLON.bo,1094757000,636779000,556902000,510804000
ONGC.bo,109071480000,305460400000,221059280000,244192500000
OILCOUNTUB.bo,-621302000,-830031000,-369832000,-894307000
ORIENTHOT.bo,-82590000,915852000,61243000,49824000
OSWALAGRO.bo,323883930,263812690,272170890,310955290
INDSUCR.bo,122813717,43639505,83574701,298696573
RELIANCE.bo,393540000000,395880000000,360750000000,299010000000
PILITA.bo,7991000,31428000,107971000,91368000
PENTAGRAPH.bo,,-54629000,1082000,8539000
RAYMOND.bo,1961292000,1679828000,1346300000,255166000
PIDILITIND.bo,11164200000,9249100000,9623500000,8599900000
PIXTRANS.bo,302350000,285657000,225635000,162500000
BIRLACORPN.bo,5051800000,2556900000,1539400000,2194636000
SURYAROSNI.bo,1025500000,1208100000,1080400000,716300000
PRIMESECU.bo,78900000,126300000,143048000,134131000
PRSMJOHNSN.bo,NaN,NaN,NaN,NaN
RAIN.bo,,,,
AMJLAND.bo,98047000,43941000,33332000,68609000
PUNJCOMMU.bo,-114304000,-27019000,-48314000,-62867000
RSWM.bo,-134167000,-382896000,209822000,1040989000
RAJSREESUG.bo,-493524000,-418426000,-125778000,294718000
RALLIS.bo,1848443000,1553845000,1676122000,2974577000
RAMANEWS.bo,-446371000,382274000,-299136000,-89039000
RAMAPPR-B.bo,20137000,247968365,189292,-216138956
RAMAPETRO.bo,-28554605,12717792,35879826,-13799302
RAPICUT.bo,-848625,28402619,31638363,29762008
WELSPLSOL.bo,NaN,NaN,NaN,NaN
ROLTA.bo,-9149100000,-36574200000,-1056900000,1667400000
RUBFILA.bo,168744000,177012000,210752000,125227000
RUCHISOYA.bo,,-102930000,-56376965000,-13116765000
SALORAINTL.bo,-135397000,-51415000,-103510000,-21688000
JINDALSAW.bo,5547511000,8501595000,1784971000,1137705000
JKLAKSHMI.bo,2480400000,512500000,552400000,857600000
SHREECEM.bo,15358500000,10063900000,13841500000,13390800000
SKPMIL.bo,-53660000,45022000,6184000,237409000
RELINFRA.bo,7711700000,-24268200000,12555000000,14251800000
STEELCO.bo,NaN,NaN,NaN,NaN
TATAPOWER.bo,10173800000,23561900000,24083000000,8965500000
SPMLINFRA.bo,NaN,NaN,NaN,NaN
SUNDRMFAST.bo,3248900000,4574900000,3865700000,3375100000
SUNFLAG.bo,920500000,1102700000,1286400000,652300000
SUPPETRO*.bo,NaN,NaN,NaN,NaN
SWARAJENG.bo,710422000,824208000,800995000,688351000
TATAELXSI.bo,2561001000,2899689000,2400379000,1747846000
ACC.bo,,,,
THERMAX.bo,2124500000,3254300000,2321100000,2230100000
TIRUMALCHM.bo,231700000,1135700000,1704400000,706700000
THOMASCOOK.bo,-6900000,848180000,59680050000,434230000
TIMEX.bo,-18000000,74600000,75200000,-32700000
TOKYOPLAST.bo,NaN,NaN,NaN,NaN
TORNTPHARM.bo,10247200000,4362800000,6781100000,9335500000
TRANSCHEM.bo,4095664,3050224,-11896175,-2187794
AMBUJACEM.bo,,,,
UTLINDS.bo,1117371,7931865,10688575,6275010
UNIPHOS.bo,200744000,207646000,176880000,112625000
VHL.bo,1597145000,2018285000,1786705000,3032116000
HINDALCO.bo,37670000000,54960000000,60829200000,18997400000
WSTCSTPAPR.bo,3703830000,2960048000,2231538000,1285017000
HOCL.bo,NaN,NaN,NaN,NaN
MPILCORPL.bo,3702465,1517364,10334607,-1407663
PASUPTAC.bo,130496000,273786000,280059000,342231000
KORE.bo,3796782,-1511610,-3114319,-17903748
PGHH.bo,,,,
MUKANDLTD.bo,-2398800000,-1154800000,8210300000,-113500000
AGCNET.bo,411200000,-787700000,149300000,103300000
UCALFUEL.bo,211503000,458121000,1012206000,358616000
HARRMALAYA.bo,92625000,-240947000,44477000,40896000
FEDERALBNK.bo,15801960000,13162895000,9354386000,8668674000
TATASTEEL.bo,15565400000,102183300000,134343300000,-42408000000
SKFINDIA.bo,2889900000,3357700000,2958900000,2438900000
ASHOKLEY.bo,NaN,NaN,NaN,NaN
CUMMINSIND.bo,7056100000,7426100000,7118200000,7362700000
TATACOMM.bo,-859600000,-823700000,-3286000000,12328700000
ABBOTINDIA.bo,5929326000,4503318000,4012178000,2766488000
BAJAJHLDNG.bo,29920000000,30483800000,26547500000,24731900000
BHARATFORG.bo,3498320000,10321730000,7624440000,7046160000
ESCORTS.bo,4722500000,4789300000,3470200000,1312700000
HINDMOTORS.bo,-8250000,267137000,565788000,-160295000
LT.bo,95490300000,89051300000,73698600000,60412300000
M&M.bo,,,75103900000,36980400000
BOSCHLTD.bo,6495000000,15983000000,13711000000,17402000000
PREMIER.bo,-670700000,-1965990000,-1239924000,-1086664000
BPCL.bo,30553600000,78023000000,90086300000,87209400000
SIEMENS.bo,NaN,NaN,NaN,NaN
TATAMOTORS.bo,-120708500000,-288262300000,89889100000,74543600000
VOLTAS.bo,NaN,NaN,NaN,NaN
GESHIP.bo,2071400000,-214500000,-2104900000,7549600000
DEEPAKFERT.bo,872600000,706700000,1626700000,1543100000
EXCELINDUS.bo,NaN,NaN,NaN,NaN
GARWARPOLY.bo,NaN,NaN,NaN,NaN
GLAXO.bo,932046000,4453930000,3507258000,3368120000
GNFC.bo,NaN,NaN,NaN,NaN
NOVARTIND.bo,100800000,517700000,783600000,572200000
SANOFI.bo,NaN,NaN,NaN,NaN
PFIZER.bo,5091300000,4290500000,3600700000,3367800000
GSFC.bo,NaN,NaN,NaN,NaN
HINDUNILVR.bo,67480000000,60540000000,52140000000,44760000000
AKZOINDIA.bo,NaN,NaN,NaN,NaN
NOCIL.bo,1306700000,1848500000,1699300000,971100000
TATACHEM.bo,70063300000,11559100000,24330800000,9931100000
TNPETRO.bo,NaN,NaN,NaN,NaN
ZUARIGLOB.bo,-3669481000,-1284283000,-310442000,-258787000
NESTLEIND.bo,,,,
TATACONSUM.bo,NaN,NaN,NaN,NaN
